project_id,project_type,state,district,land_area_hectares,affected_families,legal_disputes,pending_approvals,approval_delay_days,compensation_percentage,documentation_percentage,rehabilitation_percentage,possession_percentage,stakeholder_response_percentage,historical_performance_percentage,sia_to_preliminary_months,land_record_update_days,objection_disposal_days,acquisition_cost_deposit_months,preliminary_to_declaration_months,award_duration_months,rr_implementation_months,official_benchmark_breaches,current_stage,latitude,longitude,delay_days,delayed
LA00131,Highway,Gujarat,Rajkot,16.06,14,3,0,24,53.61,73.09,39.01,70.41,63.25,78.97,5.81,73,23,1.79,7.53,25.43,13.28,1,Compensation,22.403124,70.840979,71,0
LA00132,Railway,Tamil Nadu,Madurai,438.88,525,3,0,54,35.98,34.62,34.06,37.5,47.59,28.85,13.87,72,34,6.06,9.95,24.38,12.42,3,Award,9.856381,78.179235,511,1
LA00133,Irrigation,Rajasthan,Jodhpur,89.54,80,3,5,207,40.61,52.64,48.43,36.08,50.78,59.69,8.95,107,88,7.28,13.78,19.42,21.15,5,Compensation,26.38703,72.990416,571,1
LA00134,Railway,Punjab,Bathinda,35.76,38,2,0,133,70.27,81.71,63.4,65.92,63.87,87.85,14.73,35,77,1.85,2.27,22.03,13.35,2,Possession,30.090066,75.005755,467,1
LA00135,Highway,Tamil Nadu,Coimbatore,71.94,56,2,1,25,38.46,48.06,10.99,33.39,40.78,42.41,15.52,76,74,6.0,8.13,18.4,12.97,4,Award,10.991769,77.060241,559,1
LA00136,Highway,Rajasthan,Kota,16.58,26,1,1,65,58.38,78.24,69.31,74.9,100.0,73.36,11.63,45,55,2.62,8.33,24.54,16.49,0,Possession,25.196393,75.71515,12,0
LA00137,Highway,Telangana,Hyderabad,60.62,35,2,2,60,60.12,74.71,54.42,94.28,54.14,66.19,8.34,18,38,3.95,9.96,18.19,9.75,0,Possession,17.379778,78.4323,192,1
LA00138,Industrial Corridor,Tamil Nadu,Chennai,121.56,196,2,1,55,43.61,66.76,73.11,63.55,59.6,56.9,11.47,32,77,3.3,9.93,31.12,19.15,3,Possession,13.143095,80.157154,344,1
LA00139,Metro,Telangana,Karimnagar,49.44,89,1,1,68,63.91,76.58,50.7,51.59,80.53,65.52,10.48,43,5,7.35,8.03,24.59,14.94,1,Compensation,18.472784,79.098901,77,0
LA00140,Power,Maharashtra,Pune,28.59,5,1,2,65,41.67,65.39,71.74,43.99,41.32,72.96,12.34,40,58,1.5,10.49,31.71,8.67,2,Compensation,18.67961,73.848723,338,1
LA00141,Industrial Corridor,Gujarat,Vadodara,29.92,60,3,1,27,74.07,46.66,49.93,56.01,66.71,62.77,17.56,54,70,1.0,10.17,23.42,10.33,2,Possession,22.29819,73.151879,257,1
LA00142,Urban Development,Gujarat,Ahmedabad,125.7,149,2,1,33,31.7,50.69,21.64,49.62,31.59,52.17,12.77,65,70,4.54,5.98,14.71,16.64,3,Award,23.100855,72.635335,421,1
LA00143,Urban Development,Andhra Pradesh,Vijayawada,36.36,5,4,2,73,50.08,76.16,58.85,66.87,75.32,72.25,11.2,36,31,5.13,11.56,13.23,16.25,0,Compensation,16.59442,80.73703,418,1
LA00144,Urban Development,Uttar Pradesh,Lucknow,137.39,159,2,1,94,41.67,33.71,30.44,30.06,38.55,33.75,4.65,80,5,7.67,11.36,19.88,15.59,2,Award,26.783451,81.05567,427,1
LA00145,Power,Gujarat,Ahmedabad,39.37,5,1,3,163,89.55,90.2,62.26,62.04,76.62,66.05,10.35,36,62,7.4,8.89,24.2,15.16,2,Possession,23.118843,72.599725,342,1
LA00146,Highway,Telangana,Nalgonda,134.78,190,0,0,82,69.97,46.76,68.6,42.95,64.36,74.29,8.13,79,29,6.13,7.92,21.83,13.93,2,Possession,16.990169,79.407182,221,1
LA00147,Airport,Madhya Pradesh,Bhopal,293.55,387,4,1,67,40.29,51.77,77.06,51.2,58.04,64.34,10.03,67,84,6.62,4.86,23.02,17.37,3,Compensation,23.162041,77.355958,403,1
LA00148,Urban Development,Andhra Pradesh,Visakhapatnam,280.48,186,2,0,50,49.45,34.67,10.55,36.02,32.2,51.62,5.82,57,45,4.53,10.14,27.21,6.45,0,Award,17.666818,83.191341,370,1
LA00149,Urban Development,Tamil Nadu,Coimbatore,47.64,5,2,1,41,67.01,64.53,97.62,72.75,59.67,85.62,6.54,77,24,7.5,7.75,13.94,12.53,2,Rehabilitation & Resettlement,11.038832,76.988456,391,1
LA00150,Irrigation,Gujarat,Vadodara,112.69,215,4,0,32,44.02,70.58,53.52,51.04,59.55,68.06,9.98,71,5,4.3,4.21,27.93,27.74,2,Compensation,22.358962,73.219216,35,0
LA00151,Urban Development,Andhra Pradesh,Kurnool,63.77,13,1,3,245,56.41,63.82,48.14,58.31,74.96,68.28,11.61,94,73,4.32,14.42,20.64,11.64,3,Compensation,15.857005,78.054136,398,1
LA00152,Urban Development,Punjab,Patiala,100.86,126,1,1,41,54.23,45.17,82.51,95.78,75.84,100.0,8.76,65,25,4.98,8.19,19.11,16.83,1,Possession,30.315019,76.390014,443,1
LA00153,Power,Uttar Pradesh,Varanasi,84.4,85,1,1,83,56.92,51.85,73.88,66.51,49.7,77.7,8.27,48,23,3.79,15.73,16.3,14.0,1,Possession,25.275642,82.992319,111,0
LA00154,Highway,Karnataka,Belagavi,88.17,75,2,1,43,66.58,62.84,74.33,49.12,54.96,53.56,4.1,81,43,6.95,8.85,14.4,17.62,2,Possession,15.853502,74.604657,7,0
LA00155,Urban Development,Uttar Pradesh,Agra,62.37,19,2,1,58,28.99,32.89,27.97,36.36,35.02,46.9,7.7,62,42,6.15,9.97,28.15,6.12,2,Award,27.238189,78.160203,350,1
LA00156,Power,Rajasthan,Jodhpur,88.28,98,6,1,78,49.66,62.61,77.03,52.63,83.96,79.32,10.41,55,71,3.23,11.26,16.99,14.89,1,Compensation,26.196057,73.040779,365,1
LA00157,Highway,Punjab,Bathinda,5.0,15,1,2,66,58.88,55.47,38.23,69.96,59.46,51.81,8.13,97,30,5.6,8.31,19.09,7.66,1,Compensation,30.318614,75.017726,398,1
LA00158,Metro,Maharashtra,Nashik,111.12,172,0,2,39,61.27,75.28,49.11,71.2,58.8,87.87,5.76,57,68,3.86,11.5,32.63,14.06,2,Possession,19.92001,73.58334,357,1
LA00159,Airport,Punjab,Amritsar,401.66,603,3,0,13,59.54,44.89,75.84,57.02,61.66,77.69,8.23,55,34,4.18,5.25,28.4,21.36,1,Possession,31.736511,74.813366,97,0
LA00160,Airport,Gujarat,Ahmedabad,758.39,396,1,0,19,61.67,58.47,79.0,80.46,67.87,83.5,9.46,43,53,3.91,4.6,21.1,10.27,0,Possession,23.024002,72.491256,26,0
LA00161,Urban Development,Telangana,Karimnagar,35.63,29,1,0,32,91.36,63.61,59.74,66.8,71.82,70.98,10.18,64,6,5.12,10.31,15.86,15.32,1,Possession,18.513452,79.214297,63,0
LA00162,Airport,Madhya Pradesh,Gwalior,41.45,42,3,1,58,46.14,29.75,14.01,44.72,63.5,37.83,12.07,97,78,3.48,9.61,29.14,14.45,3,Award,26.340365,78.13606,482,1
LA00163,Urban Development,Rajasthan,Kota,154.69,293,4,1,46,60.92,59.18,77.46,46.81,52.47,77.13,7.6,75,62,5.13,11.62,33.66,15.2,3,Possession,25.282594,75.77746,34,0
LA00164,Power,Madhya Pradesh,Gwalior,142.42,169,2,0,101,22.55,43.34,62.35,52.33,60.21,35.27,12.81,65,69,4.57,10.27,32.48,23.91,5,Compensation,26.090341,78.201986,566,1
LA00165,Airport,Tamil Nadu,Salem,71.87,66,2,0,40,31.23,66.04,32.41,25.92,47.09,39.77,13.15,67,5,4.89,9.42,20.07,10.32,2,Award,11.628786,78.163683,2,0
LA00166,Power,Gujarat,Surat,28.96,41,2,2,76,82.85,82.99,50.45,73.01,70.07,64.58,10.19,17,42,4.72,5.93,5.0,10.7,0,Possession,21.140868,72.866702,64,0
LA00167,Metro,Madhya Pradesh,Gwalior,55.51,84,3,1,45,91.61,77.97,95.71,69.89,88.78,76.7,7.67,25,62,5.65,7.78,26.72,8.26,1,Rehabilitation & Resettlement,26.106787,78.134422,381,1
LA00168,Metro,Andhra Pradesh,Visakhapatnam,20.17,5,1,1,58,32.14,54.25,77.5,42.24,65.15,71.02,9.6,47,53,3.04,4.0,27.0,20.76,1,Compensation,17.743004,83.038312,494,1
LA00169,Airport,Uttar Pradesh,Varanasi,7.55,5,2,3,75,60.23,76.33,48.95,91.63,84.15,91.11,10.5,54,97,7.38,4.12,13.34,13.71,2,Possession,25.226446,83.023321,346,1
LA00170,Railway,Tamil Nadu,Coimbatore,198.14,335,2,1,30,29.75,55.44,35.79,36.06,45.14,43.73,5.4,79,49,8.58,7.15,14.72,15.01,2,Award,11.155832,76.95347,395,1
LA00171,Power,Rajasthan,Kota,31.74,74,1,0,45,30.23,45.0,51.0,43.34,58.76,57.89,16.01,49,52,8.75,7.28,15.09,11.21,2,Compensation,25.25617,75.815682,76,0
LA00172,Industrial Corridor,Maharashtra,Nagpur,48.7,83,0,0,61,56.88,67.18,41.12,52.64,33.42,63.59,15.89,77,47,2.0,2.49,25.42,8.27,2,Compensation,21.221578,79.060526,387,1
LA00173,Highway,Madhya Pradesh,Gwalior,174.98,299,2,1,113,65.42,60.58,62.35,45.73,33.98,60.06,8.35,10,69,6.04,10.24,24.06,26.59,3,Compensation,26.159938,78.176044,72,0
LA00174,Metro,Andhra Pradesh,Visakhapatnam,544.19,368,3,2,87,32.31,51.36,50.52,61.03,48.01,46.89,5.38,66,59,8.64,14.24,19.0,20.9,4,Compensation,17.678861,83.143979,472,1
LA00175,Power,Telangana,Nalgonda,139.12,228,6,2,108,48.45,42.39,51.51,53.6,50.64,58.14,9.79,69,64,9.0,10.95,16.76,10.94,3,Compensation,16.96363,79.171627,28,0
LA00176,Industrial Corridor,Tamil Nadu,Coimbatore,60.47,51,2,0,23,70.19,86.38,66.65,57.0,89.43,79.67,8.37,39,11,4.35,7.64,20.86,19.69,1,Possession,11.132307,76.843057,462,1
LA00177,Airport,Madhya Pradesh,Jabalpur,101.84,151,2,0,13,77.22,67.18,68.36,63.73,86.83,79.78,10.19,45,45,2.71,10.12,21.66,9.72,0,Possession,23.146863,79.954082,52,0
LA00178,Irrigation,Karnataka,Belagavi,25.04,50,2,1,43,74.17,92.66,80.05,64.56,69.55,73.01,8.07,47,68,2.01,14.94,30.78,11.53,3,Possession,15.698086,74.431864,311,1
LA00179,Industrial Corridor,Andhra Pradesh,Guntur,84.76,60,1,1,78,71.57,79.72,83.06,89.28,65.78,62.93,6.26,52,64,2.49,7.29,32.83,9.98,2,Rehabilitation & Resettlement,16.366425,80.498311,1,0
LA00180,Highway,Uttar Pradesh,Agra,160.26,280,1,1,40,54.18,80.95,54.29,52.69,62.9,55.32,10.02,65,59,5.71,6.75,28.61,9.62,1,Compensation,27.189316,77.948904,14,0
LA00181,Airport,Punjab,Bathinda,22.54,13,1,2,85,41.52,44.83,58.92,32.01,53.9,55.65,13.37,44,55,7.9,8.96,25.32,16.3,2,Compensation,30.27122,74.90908,365,1
LA00182,Highway,Karnataka,Belagavi,98.92,84,0,2,86,64.63,59.48,49.43,54.81,58.65,54.81,12.36,27,36,4.66,7.04,13.13,16.15,1,Compensation,15.794483,74.527833,317,1
LA00183,Railway,Maharashtra,Nashik,177.6,330,1,0,22,5.0,32.93,5.0,28.43,23.6,5.0,9.07,67,72,3.7,11.98,27.21,18.76,3,Preliminary Notification,19.933566,73.82754,482,1
LA00184,Urban Development,Punjab,Amritsar,60.11,16,1,0,19,72.57,65.19,84.21,78.98,84.51,96.2,11.6,77,30,3.83,13.24,9.44,9.47,2,Rehabilitation & Resettlement,31.692911,74.70487,90,0
LA00185,Highway,Punjab,Ludhiana,37.03,14,3,0,19,80.29,70.44,58.35,65.07,79.55,82.8,9.05,35,78,6.06,11.46,20.26,11.96,2,Possession,30.833,75.790186,430,1
LA00186,Metro,Karnataka,Mysuru,43.2,61,3,0,38,37.81,58.55,48.76,41.44,37.65,51.81,10.33,105,102,5.88,12.27,11.34,13.59,3,Compensation,12.179055,76.593515,440,1
LA00187,Power,Gujarat,Surat,209.65,214,2,1,29,42.38,56.78,67.72,39.52,65.04,54.2,10.8,63,45,3.1,13.22,16.4,13.44,2,Compensation,21.027722,72.791611,350,1
LA00188,Metro,Telangana,Warangal,38.53,68,3,1,83,57.4,72.42,90.86,53.49,60.73,71.07,13.07,64,75,6.15,11.52,28.9,16.9,4,Possession,17.933764,79.522023,436,1
LA00189,Metro,Maharashtra,Nashik,29.81,21,0,1,36,50.3,50.76,34.54,33.46,44.68,37.14,9.65,65,30,4.74,5.47,9.56,7.57,1,Award,20.007849,73.680695,295,1
LA00190,Railway,Gujarat,Rajkot,50.38,50,1,1,43,17.98,22.73,28.63,56.49,49.68,56.61,3.08,71,5,8.72,7.02,18.81,15.71,2,Award,22.272137,70.781927,448,1
LA00191,Metro,Gujarat,Ahmedabad,63.01,71,1,1,76,36.14,42.03,42.41,27.81,38.27,47.71,13.05,73,78,5.11,11.98,17.05,13.81,3,Award,22.940652,72.427435,446,1
LA00192,Power,Madhya Pradesh,Bhopal,22.93,18,2,1,97,71.47,81.98,54.93,70.12,91.6,70.38,8.8,10,33,1.58,6.58,19.99,13.94,0,Possession,23.297966,77.504044,189,1
LA00193,Airport,Punjab,Amritsar,130.23,87,4,1,107,48.33,80.18,59.67,57.74,77.08,62.78,11.71,32,59,8.46,10.52,18.92,14.88,1,Compensation,31.636462,74.976951,99,0
LA00194,Highway,Telangana,Karimnagar,73.4,35,1,0,23,62.17,64.59,47.16,52.26,48.95,59.61,9.95,48,22,3.79,6.76,21.48,11.47,0,Compensation,18.380323,78.981387,117,0
LA00195,Highway,Karnataka,Bengaluru Urban,100.96,199,4,0,55,50.96,53.81,39.82,45.13,46.12,53.73,11.28,72,69,1.57,13.21,28.19,9.97,3,Compensation,12.888519,77.551901,382,1
LA00196,Railway,Tamil Nadu,Madurai,39.16,39,3,0,9,53.22,57.11,53.79,66.68,79.99,55.18,9.04,60,47,3.37,9.84,20.58,14.15,0,Compensation,9.906887,78.258485,10,0
LA00197,Power,Karnataka,Mysuru,289.62,410,1,1,46,56.9,33.07,46.1,59.98,28.93,48.69,11.14,76,60,6.69,10.14,23.39,14.31,2,Compensation,12.152895,76.666921,323,1
LA00198,Metro,Gujarat,Ahmedabad,61.81,97,1,1,57,32.03,66.37,56.56,47.03,71.89,66.44,9.03,74,48,2.2,12.04,25.13,18.55,3,Compensation,23.105244,72.618045,357,1
LA00199,Urban Development,Gujarat,Vadodara,134.67,175,0,0,22,41.38,46.09,27.16,61.11,36.65,48.24,4.44,63,46,4.92,7.44,11.39,6.99,1,Compensation,22.332663,73.230927,479,1
LA00200,Highway,Karnataka,Mysuru,130.12,203,3,2,92,44.54,71.17,47.54,38.07,72.76,50.76,10.9,49,60,8.91,11.32,17.93,18.4,2,Compensation,12.330619,76.588185,365,1
LA00201,Highway,Telangana,Warangal,197.82,254,2,0,47,60.85,71.35,75.95,74.83,62.61,65.68,8.89,45,70,8.28,4.43,22.29,19.35,3,Possession,17.937194,79.470859,372,1
LA00202,Airport,Madhya Pradesh,Bhopal,65.92,52,2,0,48,48.42,58.49,64.49,44.62,60.83,68.22,6.84,82,25,3.0,10.65,5.47,8.57,1,Compensation,23.26825,77.499951,92,0
LA00203,Power,Punjab,Bathinda,141.67,199,2,1,52,34.83,36.73,37.84,41.34,24.85,40.07,14.73,52,49,10.44,8.81,22.03,16.23,2,Award,30.26765,74.931519,357,1
LA00204,Urban Development,Andhra Pradesh,Vijayawada,145.75,246,3,2,54,48.45,55.37,28.68,49.85,51.89,54.37,10.29,60,51,4.55,9.82,17.93,18.14,1,Compensation,16.650499,80.613137,290,1
LA00205,Industrial Corridor,Rajasthan,Jaipur,90.69,79,3,1,57,47.67,55.89,42.0,55.08,64.33,59.9,7.52,101,101,5.13,13.87,20.11,16.84,3,Compensation,26.992694,75.906012,347,1
LA00206,Airport,Telangana,Nalgonda,120.19,130,2,2,71,42.4,13.71,32.88,9.26,30.28,36.53,10.48,77,65,5.44,3.26,20.49,6.35,2,Award,17.133342,79.346579,464,1
LA00207,Industrial Corridor,Tamil Nadu,Chennai,170.0,209,0,1,39,58.87,78.15,39.19,77.86,61.2,70.73,12.19,17,40,2.87,9.47,18.59,24.66,2,Compensation,13.162803,80.264721,61,0
LA00208,Power,Uttar Pradesh,Agra,367.84,201,0,1,47,89.01,55.61,58.89,80.16,70.52,70.38,12.78,50,66,1.0,12.92,17.88,20.13,4,Possession,27.117069,77.916713,356,1
LA00209,Airport,Maharashtra,Mumbai,103.35,104,4,1,48,63.59,91.69,98.29,77.24,88.66,70.98,8.78,45,89,4.72,8.33,12.35,13.23,1,Rehabilitation & Resettlement,19.281041,73.07009,36,0
LA00210,Urban Development,Madhya Pradesh,Indore,182.71,240,1,1,70,49.17,66.9,56.99,72.49,45.32,68.39,5.42,63,58,5.79,8.19,10.37,17.3,1,Compensation,22.589804,75.881893,96,0
LA00211,Airport,Rajasthan,Jodhpur,118.23,121,1,0,16,61.29,53.35,58.21,52.02,44.38,55.19,8.67,74,27,6.15,9.0,27.3,16.51,2,Compensation,26.282487,73.010982,382,1
LA00212,Irrigation,Rajasthan,Sawai Madhopur,90.82,72,2,3,185,45.14,52.25,52.08,57.32,82.21,54.43,10.53,59,39,5.8,6.0,19.95,9.29,0,Compensation,26.022167,76.402509,446,1
LA00213,Power,Maharashtra,Mumbai,61.57,41,1,2,104,54.54,64.14,64.81,84.59,62.05,65.23,9.9,51,59,5.12,3.7,20.94,13.46,0,Possession,19.112723,72.851999,322,1
LA00214,Railway,Madhya Pradesh,Bhopal,13.83,34,1,0,38,35.69,31.94,23.71,28.06,20.94,32.55,12.56,68,75,3.89,9.24,15.24,20.5,4,Award,23.261699,77.43752,506,1
LA00215,Power,Rajasthan,Kota,274.08,513,4,1,87,26.66,30.51,25.14,41.03,41.7,50.91,15.42,46,87,6.01,6.48,14.56,17.55,3,Award,25.253031,75.987365,504,1
LA00216,Metro,Madhya Pradesh,Jabalpur,28.1,19,3,1,54,62.77,55.41,58.71,64.6,71.55,61.97,14.61,36,33,5.26,4.15,13.59,14.77,1,Possession,23.376804,80.056335,117,0
LA00217,Airport,Gujarat,Rajkot,192.73,173,3,3,95,8.39,27.1,27.8,23.39,24.11,20.89,9.11,53,35,4.21,13.02,18.34,25.32,2,Preliminary Notification,22.118407,70.709053,492,1
LA00218,Industrial Corridor,Uttar Pradesh,Agra,55.71,78,3,1,48,75.25,82.35,39.74,69.8,69.35,83.68,9.56,44,57,5.17,9.6,7.24,7.32,0,Possession,27.081148,78.188647,29,0
LA00219,Airport,Rajasthan,Jodhpur,192.23,167,2,3,65,26.0,48.06,48.92,56.65,41.16,52.16,9.51,87,40,4.12,8.04,13.81,14.94,1,Compensation,26.193756,73.14171,496,1
LA00220,Industrial Corridor,Telangana,Nalgonda,155.87,182,1,1,61,71.04,56.96,62.13,61.14,55.12,65.81,5.64,83,8,9.58,4.46,22.37,7.89,2,Possession,17.213221,79.27512,305,1
LA00221,Power,Karnataka,Bengaluru Urban,64.12,96,2,0,72,25.03,49.98,45.09,27.17,36.51,41.63,12.72,57,61,5.95,6.12,7.3,11.93,2,Award,12.934624,77.687363,430,1
LA00222,Industrial Corridor,Madhya Pradesh,Gwalior,109.46,182,2,2,134,23.09,34.93,46.14,40.66,33.62,45.24,13.38,86,21,4.6,9.39,17.1,16.99,2,Award,26.310287,78.184467,461,1
LA00223,Railway,Telangana,Nalgonda,50.62,5,3,0,40,63.64,55.51,63.1,29.83,34.12,74.36,9.33,58,78,8.97,2.9,13.82,25.65,3,Compensation,16.982518,79.277576,108,0
LA00224,Highway,Madhya Pradesh,Bhopal,93.12,92,0,1,32,67.01,81.99,61.81,65.0,55.08,61.94,8.16,61,23,2.33,5.01,14.35,11.73,1,Possession,23.280883,77.238304,93,0
LA00225,Railway,Uttar Pradesh,Lucknow,152.77,99,2,1,42,46.49,41.69,23.13,16.53,39.44,36.7,4.97,81,5,4.98,13.49,25.46,21.82,3,Award,26.896972,80.865221,413,1
LA00226,Urban Development,Telangana,Warangal,93.57,108,2,0,49,67.74,85.52,84.2,78.24,80.85,89.43,12.04,57,50,5.68,5.13,18.66,10.74,1,Possession,17.873677,79.517699,87,0
LA00227,Highway,Rajasthan,Kota,150.26,122,1,2,56,65.77,61.87,34.78,71.7,58.77,66.09,10.1,68,83,6.17,8.46,17.56,13.41,3,Compensation,25.23569,75.878495,444,1
LA00228,Irrigation,Punjab,Ludhiana,328.72,346,1,1,55,71.76,72.99,70.21,64.59,77.83,69.07,11.08,54,40,5.24,6.15,13.57,14.93,0,Possession,30.764503,75.926152,12,0
LA00229,Airport,Punjab,Patiala,29.21,5,1,0,16,24.5,44.12,37.89,38.49,41.39,33.64,5.72,29,20,2.17,10.8,20.32,12.96,0,Award,30.293706,76.330885,59,0
LA00230,Airport,Punjab,Patiala,90.35,125,1,1,27,27.76,28.94,28.02,34.34,42.47,31.63,11.88,40,48,6.56,6.15,12.23,12.32,1,Award,30.250644,76.302669,440,1
LA00231,Highway,Rajasthan,Jaipur,194.17,276,2,2,68,52.03,25.7,15.82,18.99,31.16,20.66,9.38,81,37,7.14,8.45,30.71,23.07,4,Award,26.958133,75.863305,532,1
LA00232,Industrial Corridor,Uttar Pradesh,Varanasi,185.35,318,0,2,74,31.52,20.93,30.84,28.21,27.61,34.64,3.87,81,23,6.59,6.34,20.3,10.93,2,Award,25.420927,82.934044,467,1
LA00233,Metro,Madhya Pradesh,Jabalpur,257.07,237,2,1,36,68.09,62.07,65.04,56.84,90.51,55.64,4.57,51,49,2.29,6.03,12.28,12.42,0,Possession,23.157754,80.009012,79,0
LA00234,Power,Uttar Pradesh,Varanasi,42.01,51,2,4,140,5.0,36.61,13.44,8.51,19.09,21.56,9.54,50,40,7.15,10.88,13.09,28.16,2,Preliminary Notification,25.296595,83.02417,582,1
LA00235,Urban Development,Maharashtra,Mumbai,371.07,501,3,1,49,58.27,33.27,13.22,43.07,53.38,48.7,12.37,70,94,5.4,2.37,28.48,17.75,3,Award,19.013332,72.861704,488,1
LA00236,Metro,Karnataka,Dharwad,100.18,90,1,1,100,56.93,52.14,50.88,35.9,46.31,57.93,6.28,104,35,3.57,8.35,5.41,10.81,1,Compensation,15.463311,75.099794,34,0
LA00237,Industrial Corridor,Tamil Nadu,Coimbatore,57.92,72,4,1,56,34.4,24.7,6.31,7.3,24.65,19.93,6.44,49,39,5.46,13.9,20.97,20.69,2,Preliminary Notification,10.957574,76.949467,462,1
LA00238,Urban Development,Tamil Nadu,Coimbatore,136.15,76,1,0,56,60.98,69.2,59.15,56.12,76.84,74.05,12.48,41,29,4.21,2.0,10.26,14.81,1,Compensation,11.018503,76.852535,90,0
LA00239,Airport,Maharashtra,Nashik,362.0,169,0,2,91,54.43,48.54,58.19,66.88,57.15,72.04,14.28,29,38,3.6,8.28,14.95,17.9,1,Compensation,20.027699,73.788441,69,0
LA00240,Urban Development,Punjab,Ludhiana,19.29,57,3,0,29,72.05,47.77,65.9,77.08,75.97,40.14,13.86,46,27,2.55,9.36,25.04,18.46,2,Possession,31.013905,75.836968,457,1
LA00241,Metro,Uttar Pradesh,Lucknow,133.3,37,2,3,105,52.0,42.99,64.59,79.07,40.62,63.36,7.86,71,33,7.58,10.63,20.34,11.08,2,Possession,26.660778,80.861275,366,1
LA00242,Railway,Andhra Pradesh,Guntur,71.98,103,2,0,28,5.0,7.17,30.95,17.28,25.36,10.46,7.24,114,71,3.23,13.58,16.49,14.59,3,Preliminary Notification,16.330985,80.289483,521,1
LA00243,Airport,Maharashtra,Nagpur,199.57,147,3,0,47,21.72,5.0,15.34,5.0,18.14,23.12,16.64,81,48,4.98,10.44,18.53,15.65,2,Preliminary Notification,21.160038,79.232482,493,1
LA00244,Urban Development,Andhra Pradesh,Vijayawada,15.63,5,2,0,37,67.6,94.19,84.14,57.29,71.07,69.0,7.74,27,78,1.58,9.62,10.95,6.7,1,Possession,16.467728,80.676778,94,0
LA00245,Metro,Rajasthan,Kota,172.32,97,7,2,81,73.74,62.11,69.54,72.31,64.39,88.67,9.75,71,61,7.63,14.98,31.69,14.94,5,Possession,25.144786,75.912867,532,1
LA00246,Metro,Tamil Nadu,Salem,73.9,43,1,1,65,62.51,80.45,88.31,53.6,84.31,78.6,7.42,44,68,3.29,10.06,29.05,16.89,1,Possession,11.676414,78.142748,97,0
LA00247,Urban Development,Punjab,Bathinda,66.71,40,3,4,75,17.84,41.27,38.27,37.59,41.14,54.96,3.65,125,16,6.65,13.41,22.9,10.17,3,Award,30.280746,74.898302,459,1
LA00248,Power,Madhya Pradesh,Gwalior,195.35,165,3,2,90,62.39,83.38,65.28,71.69,78.25,68.93,8.52,79,41,6.69,8.52,18.51,11.14,2,Possession,26.324578,78.339889,324,1
LA00249,Irrigation,Andhra Pradesh,Vijayawada,68.54,120,3,2,62,25.3,39.04,29.9,5.0,28.95,24.58,11.32,74,56,7.01,6.7,24.53,13.09,2,Award,16.522755,80.706661,82,0
LA00250,Industrial Corridor,Telangana,Nalgonda,294.61,201,2,0,36,37.47,62.58,55.68,54.88,67.84,65.38,8.86,52,44,4.38,3.91,15.74,18.68,1,Compensation,17.029392,79.381224,95,0
LA00251,Industrial Corridor,Tamil Nadu,Madurai,132.19,149,3,1,65,17.57,62.38,29.37,59.22,61.14,39.94,5.19,24,79,5.31,10.2,11.86,18.54,2,Award,9.883924,78.182942,392,1
LA00252,Power,Tamil Nadu,Chennai,325.37,330,3,0,32,79.2,76.72,60.89,86.12,95.31,92.62,10.59,46,68,3.22,7.38,9.36,21.89,2,Possession,13.096938,80.269957,253,1
LA00253,Railway,Telangana,Nalgonda,17.0,22,4,3,98,61.7,59.06,48.1,100.0,67.4,66.24,14.09,74,73,7.04,5.8,26.8,13.99,4,Possession,17.179375,79.21053,380,1
LA00254,Irrigation,Maharashtra,Mumbai,75.98,166,2,2,79,55.53,61.55,54.73,68.44,49.43,64.98,9.44,41,82,9.26,8.11,9.4,17.77,2,Compensation,19.219494,72.780418,11,0
LA00255,Highway,Karnataka,Mysuru,26.19,30,1,1,131,46.96,41.43,48.06,85.66,60.88,59.56,12.4,78,118,6.68,11.28,12.7,11.35,4,Possession,12.341324,76.535677,454,1
LA00256,Urban Development,Punjab,Patiala,151.75,130,2,1,36,37.28,52.64,48.97,47.04,57.14,55.02,7.77,55,56,4.44,8.84,30.38,8.24,1,Compensation,30.35481,76.37632,64,0
LA00257,Railway,Telangana,Nalgonda,43.37,17,2,0,15,80.3,66.93,69.77,75.16,52.77,82.88,7.58,35,37,5.61,12.18,26.93,10.88,1,Possession,17.077738,79.301309,78,0
LA00258,Railway,Tamil Nadu,Coimbatore,12.42,5,2,1,64,29.66,39.95,25.57,18.09,38.16,27.01,13.02,44,49,5.84,3.73,28.95,16.15,1,Award,11.116858,76.847233,108,0
LA00259,Metro,Gujarat,Rajkot,220.6,319,3,2,118,55.12,68.59,88.91,43.45,36.47,51.1,11.18,64,32,8.96,14.33,34.64,24.09,5,Possession,22.167399,70.789509,526,1
LA00260,Urban Development,Telangana,Nalgonda,123.08,143,1,1,63,51.45,45.89,54.16,48.27,42.67,40.63,9.88,102,16,9.32,6.38,10.44,10.38,2,Compensation,17.042648,79.317695,386,1
LA00261,Irrigation,Telangana,Hyderabad,141.34,160,1,1,27,61.25,48.8,51.25,78.74,56.73,60.07,9.7,24,49,7.27,12.95,27.7,18.48,3,Possession,17.408135,78.476341,354,1
LA00262,Railway,Telangana,Warangal,293.38,325,5,1,60,34.22,23.78,22.11,44.83,30.06,26.76,11.07,109,53,4.55,6.35,25.82,20.34,2,Award,18.024785,79.669408,389,1
